,fake_dir,transform,repo_id,distance_metric,acc,ap,auc,tpr5fpr
135,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/Midjourney/T2I/pixiv,clean,max,lpips_vgg_2,0.48046875,0.4004722594917297,0.37017822265625,0.0
151,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/Midjourney/T2I/pixiv,clean,max,lpips_vgg_3,0.48046875,0.3759979498006858,0.3035888671875,0.0
167,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/Midjourney/T2I/pixiv,clean,max,lpips_vgg_4,0.48046875,0.36466269239517934,0.267486572265625,0.0
183,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/Midjourney/T2I/pixiv,clean,max,lpips_vgg_5,0.484375,0.3832192881862151,0.318817138671875,0.0078125
8,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/art,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_0,0.48046875,0.3561680546887251,0.234161376953125,0.0
24,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/art,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_1,0.48046875,0.3205911482778914,0.0855712890625,0.0
40,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/art,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_2,0.48046875,0.32758709284544274,0.11328125,0.0
56,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/art,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_3,0.48046875,0.3613095295659477,0.25054931640625,0.0
72,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/art,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_4,0.48046875,0.4157098413006194,0.414703369140625,0.0
88,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/art,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_5,0.48046875,0.4501073156360297,0.48309326171875,0.0
104,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/art,clean,max,lpips_vgg_0,0.48046875,0.3561680546887251,0.234161376953125,0.0
120,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/art,clean,max,lpips_vgg_1,0.48046875,0.3205911482778914,0.0855712890625,0.0
136,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/art,clean,max,lpips_vgg_2,0.48046875,0.32758709284544274,0.11328125,0.0
152,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/art,clean,max,lpips_vgg_3,0.48046875,0.3613095295659477,0.25054931640625,0.0
168,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/art,clean,max,lpips_vgg_4,0.48046875,0.4157098413006194,0.414703369140625,0.0
184,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/art,clean,max,lpips_vgg_5,0.48046875,0.4501073156360297,0.48309326171875,0.0
9,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/pixiv,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_0,0.50390625,0.5533804453094944,0.60369873046875,0.0625
25,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/pixiv,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_1,0.48828125,0.4784991779605675,0.498077392578125,0.015625
41,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/pixiv,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_2,0.49609375,0.5003073133002276,0.546173095703125,0.03125
57,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/pixiv,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_3,0.51171875,0.5369517886285329,0.589874267578125,0.0625
73,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/pixiv,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_4,0.51171875,0.6220939316146787,0.67486572265625,0.0625
89,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/pixiv,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_5,0.53125,0.6239000665943156,0.66851806640625,0.1171875
105,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/pixiv,clean,max,lpips_vgg_0,0.50390625,0.5533804453094944,0.60369873046875,0.0625
121,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/pixiv,clean,max,lpips_vgg_1,0.48828125,0.4784991779605675,0.498077392578125,0.015625
137,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/pixiv,clean,max,lpips_vgg_2,0.49609375,0.5003073133002276,0.546173095703125,0.03125
153,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/pixiv,clean,max,lpips_vgg_3,0.51171875,0.5369517886285329,0.589874267578125,0.0625
169,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/pixiv,clean,max,lpips_vgg_4,0.51171875,0.6220939316146787,0.67486572265625,0.0625
185,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/IT2I/pixiv,clean,max,lpips_vgg_5,0.53125,0.6239000665943156,0.66851806640625,0.1171875
10,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/art,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_0,0.48046875,0.3293089466935698,0.118316650390625,0.0
26,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/art,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_1,0.48046875,0.31149368390707355,0.01849365234375,0.0
42,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/art,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_2,0.48046875,0.31611643315531757,0.04791259765625,0.0
58,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/art,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_3,0.48046875,0.3330743389145462,0.139862060546875,0.0
74,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/art,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_4,0.48046875,0.37088272929283017,0.284332275390625,0.0
90,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/art,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_5,0.484375,0.38679142295341745,0.32977294921875,0.0078125
106,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/art,clean,max,lpips_vgg_0,0.48046875,0.3293089466935698,0.118316650390625,0.0
122,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/art,clean,max,lpips_vgg_1,0.48046875,0.31149368390707355,0.01849365234375,0.0
138,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/art,clean,max,lpips_vgg_2,0.48046875,0.31611643315531757,0.04791259765625,0.0
154,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/art,clean,max,lpips_vgg_3,0.48046875,0.3330743389145462,0.139862060546875,0.0
170,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/art,clean,max,lpips_vgg_4,0.48046875,0.37088272929283017,0.284332275390625,0.0
186,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/art,clean,max,lpips_vgg_5,0.484375,0.38679142295341745,0.32977294921875,0.0078125
11,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/pixiv,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_0,0.48046875,0.44226305872635374,0.47418212890625,0.0
27,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/pixiv,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_1,0.48828125,0.41442185934543246,0.384674072265625,0.015625
43,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/pixiv,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_2,0.48046875,0.4108596745212485,0.40020751953125,0.0
59,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/pixiv,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_3,0.48046875,0.437266948296792,0.465972900390625,0.0
75,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/pixiv,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_4,0.48046875,0.488237135962444,0.5557861328125,0.0
91,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/pixiv,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_5,0.48046875,0.5050514128311485,0.569976806640625,0.015625
107,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/pixiv,clean,max,lpips_vgg_0,0.48046875,0.44226305872635374,0.47418212890625,0.0
123,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/pixiv,clean,max,lpips_vgg_1,0.48828125,0.41442185934543246,0.384674072265625,0.015625
139,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/pixiv,clean,max,lpips_vgg_2,0.48046875,0.4108596745212485,0.40020751953125,0.0
155,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/pixiv,clean,max,lpips_vgg_3,0.48046875,0.437266948296792,0.465972900390625,0.0
171,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/pixiv,clean,max,lpips_vgg_4,0.48046875,0.488237135962444,0.5557861328125,0.0
187,/home/stu14/s16/acm7552/Capstone/data/ARIA_dataset/StarryAI/T2I/pixiv,clean,max,lpips_vgg_5,0.48046875,0.5050514128311485,0.569976806640625,0.015625
