,fake_dir,transform,repo_id,distance_metric,acc,ap,auc,tpr5fpr
162,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_surrealism,clean,max,lpips_vgg_2,0.48046875,0.4123765103887087,0.367950439453125,0.0
182,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_surrealism,clean,max,lpips_vgg_3,0.48046875,0.3704088684002635,0.280914306640625,0.0
202,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_surrealism,clean,max,lpips_vgg_4,0.48046875,0.3525316480460789,0.22686767578125,0.0
222,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_surrealism,clean,max,lpips_vgg_5,0.48046875,0.34766150415943176,0.20953369140625,0.0
7,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_ukiyo-e,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_0,0.48046875,0.4182703527077972,0.421051025390625,0.0
27,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_ukiyo-e,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_1,0.48046875,0.37429733899182055,0.2977294921875,0.0
47,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_ukiyo-e,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_2,0.48046875,0.36817807628391785,0.274383544921875,0.0
67,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_ukiyo-e,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_3,0.48046875,0.4074766058988599,0.393768310546875,0.0
87,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_ukiyo-e,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_4,0.48046875,0.5018129928590562,0.580078125,0.0
107,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_ukiyo-e,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_5,0.48046875,0.45937049823823417,0.498809814453125,0.0
127,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_ukiyo-e,clean,max,lpips_vgg_0,0.48046875,0.4182703527077972,0.421051025390625,0.0
147,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_ukiyo-e,clean,max,lpips_vgg_1,0.48046875,0.37429733899182055,0.2977294921875,0.0
167,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_ukiyo-e,clean,max,lpips_vgg_2,0.48046875,0.36817807628391785,0.274383544921875,0.0
187,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_ukiyo-e,clean,max,lpips_vgg_3,0.48046875,0.4074766058988599,0.393768310546875,0.0
207,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_ukiyo-e,clean,max,lpips_vgg_4,0.48046875,0.5018129928590562,0.580078125,0.0
227,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_LD_ukiyo-e,clean,max,lpips_vgg_5,0.48046875,0.45937049823823417,0.498809814453125,0.0
10,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_SD_art_nouveau,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_0,0.48046875,0.3474386779233647,0.198883056640625,0.0
30,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_SD_art_nouveau,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_1,0.48046875,0.32286765573877296,0.10125732421875,0.0
50,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_SD_art_nouveau,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_2,0.48046875,0.3163680381056925,0.046173095703125,0.0
70,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_SD_art_nouveau,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_3,0.48046875,0.3728957726222104,0.292083740234375,0.0
90,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_SD_art_nouveau,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_4,0.48046875,0.4080721920892836,0.3927001953125,0.0
110,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_SD_art_nouveau,clean,CompVis/stable-diffusion-v1-1,lpips_vgg_5,0.48046875,0.4014967832308291,0.376739501953125,0.0
130,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_SD_art_nouveau,clean,max,lpips_vgg_0,0.48046875,0.3474386779233647,0.198883056640625,0.0
150,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_SD_art_nouveau,clean,max,lpips_vgg_1,0.48046875,0.32286765573877296,0.10125732421875,0.0
170,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_SD_art_nouveau,clean,max,lpips_vgg_2,0.48046875,0.3163680381056925,0.046173095703125,0.0
190,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_SD_art_nouveau,clean,max,lpips_vgg_3,0.48046875,0.3728957726222104,0.292083740234375,0.0
210,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_SD_art_nouveau,clean,max,lpips_vgg_4,0.48046875,0.4080721920892836,0.3927001953125,0.0
230,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/AI_SD_art_nouveau,clean,max,lpips_vgg_5,0.48046875,0.4014967832308291,0.376739501953125,0.0
